0.0	0.268
0.005	0.327
0.01	0.346
0.015	0.395
0.02	0.340
0.025	0.278
0.03	0.225
0.035	0.245
0.04	0.329
0.045	0.323
0.05	0.306
0.055	0.294
0.06	0.375
0.065	0.314
0.07	0.325
0.075	0.338
0.08	0.250
0.085	0.270
0.09	0.226
0.095	0.229
0.1	0.207
0.105	0.287
0.11	0.354
0.115	0.558
0.12	0.856
0.125	1.162
0.13	1.408
0.135	1.116
0.14	0.679
0.145	0.465
0.15	0.265
0.155	0.331
0.16	0.370
0.165	0.353
0.17	0.449
0.175	0.346
0.18	0.363
0.185	0.336
0.19	0.396
0.195	0.374
0.2	0.382
0.205	0.430
0.21	0.500
0.215	0.272
0.22	0.405
0.225	0.457
0.23	0.530
0.235	0.408
0.24	0.464
0.245	0.522
0.25	0.523
0.255	0.439
0.26	0.419
0.265	0.508
0.27	0.469
0.275	0.379
0.28	0.564
0.285	0.522
0.29	0.540
0.295	0.534
0.3	0.516
0.305	0.572
0.31	0.492
0.315	0.519
0.32	0.478
0.325	0.508
0.33	0.448
0.335	0.595
0.34	0.487
0.345	0.531
0.35	0.471
0.355	0.445
0.36	0.497
0.365	0.516
0.37	0.515
0.375	0.444
0.38	0.428
0.385	0.436
0.39	0.524
0.395	0.498
0.4	0.503
0.405	0.445
0.41	0.476
0.415	0.490
0.42	0.491
0.425	0.507
0.43	0.528
0.435	0.458
0.44	0.457
0.445	0.528
0.45	0.470
0.455	0.447
0.46	0.543
0.465	0.530
0.47	0.627
0.475	0.549
0.48	0.519
0.485	0.562
0.49	0.473
0.495	0.496
0.5	0.496
0.505	0.588
0.51	0.516
0.515	0.425
0.52	0.573
0.525	0.475
0.53	0.469
0.535	0.554
0.54	0.658
0.545	0.664
0.55	0.724
0.555	0.664
0.56	0.787
0.565	0.802
0.57	0.676
0.575	0.750
0.58	0.839
0.585	0.744
0.59	0.748
0.595	0.705
0.6	0.774
0.605	0.825
0.61	0.822
0.615	0.761
0.62	0.754
0.625	0.812
0.63	0.770
0.635	0.684
0.64	0.822
0.645	0.698
0.65	0.769
0.655	0.756
0.66	0.718
0.665	0.873
0.67	1.186
0.675	1.463
0.68	1.751
0.685	1.974
0.69	1.642
0.695	1.180
0.7	0.830
0.705	0.668
0.71	0.743
0.715	0.765
0.72	0.835
0.725	0.837
0.73	0.877
0.735	0.887
0.74	0.885
0.745	0.807
0.75	0.881
0.755	0.820
0.76	0.845
0.765	0.828
0.77	0.849
0.775	0.915
0.78	0.898
0.785	0.959
0.79	0.827
0.795	0.906
0.8	0.942
0.805	0.876
0.81	0.928
0.815	0.919
0.82	0.978
0.825	0.936
0.83	0.968
0.835	0.989
0.84	0.996
0.845	0.936
0.85	0.976
0.855	1.001
0.86	0.965
0.865	0.971
0.87	0.967
0.875	0.987
0.88	0.941
0.885	0.977
0.89	0.998
0.895	0.950
0.9	0.917
0.905	0.916
0.91	0.957
0.915	0.956
0.92	0.844
0.925	0.866
0.93	0.838
0.935	0.869
0.94	0.821
0.945	0.913
0.95	0.841
0.955	0.866
0.96	0.860
0.965	0.852
0.97	0.859
0.975	0.792
0.98	0.906
0.985	0.840
0.99	0.880
0.995	0.862
1.0	0.873
1.005	0.921
1.01	0.893
1.015	0.839
1.02	0.855
1.025	0.886
1.03	0.861
1.035	0.880
1.04	0.846
1.045	0.808
1.05	0.837
1.055	0.823
1.06	0.872
1.065	0.850
1.07	0.875
1.075	0.806
1.08	0.857
1.085	0.869
1.09	0.855
1.095	0.845
1.1	0.881
1.105	0.816
1.11	0.827
1.115	0.891
1.12	0.972
1.125	0.904
1.13	0.908
1.135	0.877
1.14	0.826
1.145	0.762
1.15	0.790
1.155	0.797
1.16	0.825
1.165	0.728
1.17	0.767
1.175	0.774
1.18	0.779
1.185	0.772
1.19	0.763
1.195	0.725
1.2	0.752
1.205	0.785
1.21	0.734
1.215	0.720
1.22	0.709
1.225	0.912
1.23	1.204
1.235	1.673
1.24	1.901
1.245	1.981
1.25	1.490
1.255	1.093
1.26	0.622
1.265	0.662
1.27	0.777
1.275	0.720
1.28	0.787
1.285	0.777
1.29	0.803
1.295	0.741
1.3	0.720
1.305	0.779
1.31	0.788
1.315	0.767
1.32	0.772
1.325	0.792
1.33	0.754
1.335	0.760
1.34	0.828
1.345	0.816
1.35	0.820
1.355	0.876
1.36	0.755
1.365	0.811
1.37	0.829
1.375	0.829
1.38	0.870
1.385	0.861
1.39	0.841
1.395	0.828
1.4	0.887
1.405	0.844
1.41	0.917
1.415	0.925
1.42	0.857
1.425	0.910
1.43	0.857
1.435	0.815
1.44	0.888
1.445	0.782
1.45	0.864
1.455	0.826
1.46	0.801
1.465	0.768
1.47	0.764
1.475	0.753
1.48	0.802
1.485	0.826
1.49	0.810
1.495	0.697
1.5	0.739
1.505	0.749
1.51	0.718
1.515	0.737
1.52	0.651
1.525	0.778
1.53	0.751
1.535	0.680
1.54	0.755
1.545	0.758
1.55	0.704
1.555	0.720
1.56	0.752
1.565	0.750
1.57	0.688
1.575	0.796
1.58	0.712
1.585	0.718
1.59	0.675
1.595	0.703
1.6	0.787
1.605	0.733
1.61	0.685
1.615	0.680
1.62	0.723
1.625	0.735
1.63	0.740
1.635	0.643
1.64	0.697
1.645	0.705
1.65	0.805
1.655	0.690
1.66	0.727
1.665	0.759
1.67	0.683
1.675	0.795
1.68	0.753
1.685	0.760
1.69	0.707
1.695	0.655
1.7	0.728
1.705	0.690
1.71	0.604
1.715	0.657
1.72	0.789
1.725	0.606
1.73	0.606
1.735	0.643
1.74	0.607
1.745	0.616
1.75	0.636
1.755	0.640
1.76	0.676
1.765	0.624
1.77	0.523
1.775	0.601
1.78	0.640
1.785	0.800
1.79	1.118
1.795	1.518
1.8	1.784
1.805	1.729
1.81	1.331
1.815	0.861
1.82	0.499
1.825	0.512
1.83	0.580
1.835	0.630
1.84	0.716
1.845	0.656
1.85	0.581
1.855	0.569
1.86	0.686
1.865	0.705
1.87	0.597
1.875	0.637
1.88	0.683
1.885	0.590
1.89	0.618
1.895	0.642
1.9	0.637
1.905	0.663
1.91	0.694
1.915	0.681
1.92	0.634
1.925	0.660
1.93	0.647
1.935	0.672
1.94	0.790
1.945	0.710
1.95	0.696
1.955	0.744
1.96	0.674
1.965	0.695
1.97	0.733
1.975	0.700
1.98	0.731
1.985	0.627
1.99	0.672
1.995	0.639
2.0	0.675
2.005	0.668
2.01	0.658
2.015	0.652
2.02	0.675
2.025	0.644
2.03	0.685
2.035	0.655
2.04	0.612
2.045	0.610
2.05	0.561
2.055	0.578
2.06	0.512
2.065	0.586
2.07	0.601
2.075	0.486
2.08	0.543
2.085	0.630
2.09	0.581
2.095	0.557
2.1	0.562
2.105	0.566
2.11	0.593
2.115	0.564
2.12	0.538
2.125	0.513
2.13	0.576
2.135	0.588
2.14	0.566
2.145	0.579
2.15	0.480
2.155	0.588
2.16	0.591
2.165	0.514
2.17	0.542
2.175	0.487
2.18	0.595
2.185	0.494
2.19	0.525
2.195	0.527
2.2	0.545
2.205	0.503
2.21	0.533
2.215	0.590
2.22	0.559
2.225	0.494
2.23	0.555
2.235	0.555
2.24	0.606
2.245	0.510
2.25	0.580
2.255	0.532
2.26	0.510
2.265	0.442
2.27	0.503
2.275	0.470
2.28	0.481
2.285	0.466
2.29	0.457
2.295	0.477
2.3	0.440
2.305	0.437
2.31	0.417
2.315	0.487
2.32	0.417
2.325	0.370
2.33	0.404
2.335	0.508
2.34	0.595
2.345	0.904
2.35	1.220
2.355	1.494
2.36	1.492
2.365	1.009
2.37	0.650
2.375	0.335
2.38	0.286
2.385	0.417
2.39	0.391
2.395	0.510
2.4	0.437
2.405	0.531
2.41	0.432
2.415	0.433
2.42	0.416
2.425	0.463
2.43	0.470
2.435	0.473
2.44	0.371
2.445	0.440
2.45	0.465
2.455	0.458
2.46	0.475
2.465	0.462
2.47	0.454
2.475	0.487
2.48	0.508
2.485	0.532
2.49	0.490
2.495	0.476
2.5	0.520
2.505	0.470
2.51	0.580
2.515	0.540
2.52	0.475
2.525	0.555
2.53	0.486
2.535	0.505
2.54	0.497
2.545	0.451
2.55	0.475
2.555	0.537
2.56	0.455
2.565	0.475
2.57	0.487
2.575	0.454
2.58	0.417
2.585	0.403
2.59	0.452
2.595	0.418
2.6	0.425
2.605	0.393
2.61	0.370
2.615	0.370
2.62	0.463
2.625	0.340
2.63	0.379
2.635	0.399
2.64	0.369
2.645	0.378
2.65	0.364
2.655	0.377
2.66	0.360
2.665	0.378
2.67	0.391
2.675	0.384
2.68	0.402
2.685	0.402
2.69	0.344
2.695	0.367
2.7	0.333
2.705	0.418
2.71	0.407
2.715	0.352
2.72	0.373
2.725	0.354
2.73	0.358
2.735	0.393
2.74	0.364
2.745	0.361
2.75	0.413
2.755	0.367
2.76	0.370
2.765	0.363
2.77	0.411
2.775	0.384
2.78	0.396
2.785	0.363
2.79	0.437
2.795	0.377
2.8	0.374
2.805	0.376
2.81	0.337
2.815	0.388
2.82	0.283
2.825	0.326
2.83	0.272
2.835	0.332
2.84	0.313
2.845	0.328
2.85	0.312
2.855	0.277
2.86	0.256
2.865	0.259
2.87	0.288
2.875	0.288
2.88	0.235
2.885	0.221
2.89	0.322
2.895	0.536
2.9	0.898
2.905	1.242
2.91	1.444
2.915	1.203
2.92	0.662
2.925	0.282
2.93	0.159
2.935	0.250
2.94	0.277
2.945	0.348
2.95	0.282
2.955	0.303
2.96	0.298
2.965	0.356
